Center Camera Images,Left Camera Images,Right Camera Images,Steering Angle,,,
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_53_396.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_53_396.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_53_396.jpg,-0.2112676,1,0,30.18854
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_53_476.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_53_476.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_53_476.jpg,-0.2394366,1,0,30.18736
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_53_560.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_53_560.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_53_560.jpg,-0.2394366,1,0,30.1882
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_53_644.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_53_644.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_53_644.jpg,-0.2676056,1,0,30.18837
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_53_713.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_53_713.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_53_713.jpg,-0.2676056,1,0,30.1878
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_53_825.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_53_825.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_53_825.jpg,-0.2676056,1,0,30.18841
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_53_985.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_53_985.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_53_985.jpg,-0.2676056,1,0,30.18867
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_077.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_077.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_077.jpg,-0.2629108,1,0,30.18895
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_167.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_167.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_167.jpg,-0.2488263,1,0,30.1899
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_282.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_282.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_282.jpg,-0.2253521,1,0,30.18957
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_373.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_373.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_373.jpg,-0.1737089,1,0,30.19109
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_473.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_473.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_473.jpg,-0.1314554,1,0,30.19121
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_571.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_571.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_571.jpg,-0.09389672,1,0,30.19104
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_669.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_669.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_669.jpg,-0.08450703,1,0,30.19107
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_760.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_760.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_760.jpg,-0.05633803,1,0,30.1907
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_851.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_851.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_851.jpg,-0.01877934,1,0,30.19042
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_54_932.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_54_932.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_54_932.jpg,-0.01877934,1,0,30.19051
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_015.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_015.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_015.jpg,-0.01877934,1,0,30.19036
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_087.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_087.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_087.jpg,-0.01877934,1,0,30.19036
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_172.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_172.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_172.jpg,-0.03755869,1,0,30.19016
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_257.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_257.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_257.jpg,-0.06103287,1,0,30.18994
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_352.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_352.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_352.jpg,-0.07981221,1,0,30.1898
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_434.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_434.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_434.jpg,-0.1079812,1,0,30.18916
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_517.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_517.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_517.jpg,-0.1361502,1,0,30.1887
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_599.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_599.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_599.jpg,-0.1361502,1,0,30.1892
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_681.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_681.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_681.jpg,-0.1361502,1,0,30.18952
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_756.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_756.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_756.jpg,-0.1455399,1,0,30.1894
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_841.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_841.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_841.jpg,-0.1455399,1,0,30.1896
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_55_932.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_55_932.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_55_932.jpg,-0.1455399,1,0,30.18974
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_006.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_006.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_006.jpg,-0.1455399,1,0,30.18975
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_095.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_095.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_095.jpg,-0.1455399,1,0,30.19046
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_175.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_175.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_175.jpg,-0.1455399,1,0,30.1895
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_262.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_262.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_262.jpg,-0.1455399,1,0,30.18979
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_342.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_342.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_342.jpg,-0.1408451,1,0,30.19045
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_427.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_427.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_427.jpg,-0.1314554,1,0,30.18996
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_521.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_521.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_521.jpg,-0.1314554,1,0,30.19015
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_607.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_607.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_607.jpg,-0.1314554,1,0,30.19016
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_683.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_683.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_683.jpg,-0.1314554,1,0,30.19023
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_766.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_766.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_766.jpg,-0.1314554,1,0,30.19027
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_851.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_851.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_851.jpg,-0.1314554,1,0,30.18975
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_56_934.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_56_934.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_56_934.jpg,-0.1314554,1,0,30.1901
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_022.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_022.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_022.jpg,-0.1314554,1,0,30.18961
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_115.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_115.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_115.jpg,-0.1314554,1,0,30.19
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_204.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_204.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_204.jpg,-0.1173709,1,0,30.1905
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_296.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_296.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_296.jpg,-0.1032864,1,0,30.19053
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_392.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_392.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_392.jpg,-0.09859154,1,0,30.19067
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_498.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_498.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_498.jpg,-0.09859154,1,0,30.19009
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_594.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_594.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_594.jpg,-0.09859154,1,0,30.1901
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_695.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_695.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_695.jpg,-0.02816901,1,0,30.19057
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_796.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_796.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_796.jpg,-0.02816901,1,0,30.19041
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_903.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_903.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_903.jpg,-0.02816901,1,0,30.19038
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_57_988.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_57_988.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_57_988.jpg,-0.02816901,1,0,30.19034
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_087.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_087.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_087.jpg,-0.02816901,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_180.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_180.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_180.jpg,-0.02816901,1,0,30.19028
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_278.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_278.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_278.jpg,-0.02816901,1,0,30.19032
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_384.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_384.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_384.jpg,-0.02347418,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_485.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_485.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_485.jpg,-0.02347418,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_583.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_583.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_583.jpg,-0.02347418,1,0,30.19033
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_673.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_673.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_673.jpg,-0.03755869,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_784.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_784.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_784.jpg,-0.04225352,1,0,30.19021
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_889.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_889.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_889.jpg,-0.04225352,1,0,30.19022
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_58_983.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_58_983.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_58_983.jpg,-0.04225352,1,0,30.19024
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_59_087.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_59_087.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_59_087.jpg,-0.04225352,1,0,30.19027
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_59_185.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_59_185.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_59_185.jpg,-0.04225352,1,0,30.19026
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_59_287.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_59_287.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_59_287.jpg,-0.05164319,1,0,30.19016
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_59_380.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_59_380.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_59_380.jpg,-0.05164319,1,0,30.19019
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_59_485.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_59_485.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_59_485.jpg,-0.05164319,1,0,30.19017
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_59_589.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_59_589.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_59_589.jpg,-0.05164319,1,0,30.19024
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_59_700.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_59_700.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_59_700.jpg,-0.0657277,1,0,30.19005
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_59_810.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_59_810.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_59_810.jpg,-0.0657277,1,0,30.19013
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_46_59_918.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_46_59_918.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_46_59_918.jpg,-0.0657277,1,0,30.19016
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_47_00_024.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_47_00_024.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_47_00_024.jpg,-0.0657277,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_47_00_136.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_47_00_136.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_47_00_136.jpg,-0.0657277,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_47_00_239.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_47_00_239.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_47_00_239.jpg,-0.0657277,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_47_00_341.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_47_00_341.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_47_00_341.jpg,-0.0657277,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_47_00_446.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_47_00_446.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_47_00_446.jpg,-0.0657277,1,0,30.19018
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_47_00_554.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_47_00_554.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_47_00_554.jpg,-0.0657277,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_03_08_18_47_00_656.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_03_08_18_47_00_656.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_03_08_18_47_00_656.jpg,-0.0657277,1,0,30.1902
